1;arms_factory;393.00;10.70;3211.00;2.03;0
1;arms_factory;447.00;10.30;3210.00;5.05;0
1;arms_factory;177.00;10.57;3328.00;6.25;0
1;arms_factory;128.00;10.40;3303.00;4.09;0
1;arms_factory;164.00;10.95;3374.00;0.47;0
1;arms_factory;94.00;10.48;3454.00;2.04;0
1;industrial_complex;297.00;10.60;3483.00;4.70;0
1;industrial_complex;88.00;10.62;3447.00;2.54;0
1;industrial_complex;317.00;10.32;3328.00;3.74;0
1;industrial_complex;172.00;10.75;3575.00;0.48;0
1;industrial_complex;507.00;13.10;3326.00;3.14;0
1;industrial_complex;140.00;10.60;3464.00;5.81;0
1;air_base;374.00;10.73;3087.00;2.54;0
1;bunker;297.00;10.68;3473.00;5.21;0
1;bunker;223.00;10.53;3345.00;1.59;0
1;bunker;454.00;10.30;3223.00;4.25;0
1;bunker;208.00;10.85;3253.00;0.99;0
1;bunker;231.00;11.07;3463.00;3.66;0
1;bunker;62.00;12.78;3038.00;0.04;0
1;bunker;380.00;10.62;3400.00;2.70;0
1;bunker;239.00;10.70;3430.00;5.72;0
1;bunker;29.00;11.05;3246.00;0.64;0
1;bunker;192.00;10.80;3525.00;4.76;0
1;bunker;134.00;10.73;3411.00;2.61;0
1;bunker;99.00;10.73;3257.00;2.71;0
1;bunker;101.00;10.93;3234.00;0.55;0
1;bunker;283.00;11.10;3146.00;3.21;0
1;bunker;487.00;11.75;3319.00;4.77;0
1;bunker;331.00;12.00;3502.00;1.16;0
1;bunker;449.00;10.38;3270.00;5.28;0
1;bunker;90.00;11.03;3360.00;0.20;0
1;bunker;337.00;10.55;3285.00;3.22;0
1;bunker;190.00;10.38;3322.00;5.88;0
1;bunker;239.00;10.88;3060.00;2.26;0
1;bunker;92.00;10.45;3466.00;0.11;0
1;bunker;283.00;10.53;3343.00;1.67;0
1;bunker;318.00;10.45;3318.00;5.79;0
1;bunker;133.00;10.43;3516.00;0.71;0
1;bunker;245.00;10.65;3385.00;4.83;0
1;bunker;68.00;10.90;3219.00;0.11;0
1;bunker;31.00;10.75;3459.00;2.78;0
1;bunker;287.00;10.43;3506.00;5.44;0
1;bunker;347.00;10.23;3334.00;2.17;0
1;bunker;427.00;12.03;3417.00;3.38;0
1;bunker;85.00;11.10;3220.00;1.22;0
1;bunker;122.00;11.82;3094.00;5.34;0
1;bunker;285.00;10.80;3290.00;5.45;0
1;bunker;381.00;10.40;3161.00;3.29;0
1;bunker;67.00;11.03;3199.00;5.95;0
1;bunker;125.00;10.45;3460.00;2.33;0
1;bunker;135.00;10.53;3467.00;3.89;0
1;bunker;367.00;10.70;3257.00;1.73;0
1;bunker;230.00;11.10;3160.00;4.40;0
1;bunker;464.00;12.18;3366.00;0.78;0
1;bunker;151.00;11.80;3111.00;2.34;0
1;bunker;200.00;14.15;3026.00;0.18;0
1;bunker;368.00;10.80;3434.00;2.84;0
1;bunker;32.00;12.48;3052.00;5.50;0
1;bunker;220.00;10.70;3205.00;2.24;0
1;bunker;413.00;10.38;3214.00;3.45;0
1;bunker;9.00;10.85;3271.00;1.29;0
1;bunker;57.00;12.07;3096.00;2.85;0
1;bunker;186.00;11.45;3466.00;5.51;0
1;bunker;384.00;10.70;3081.00;1.90;0
1;bunker;312.00;11.07;3459.00;6.02;0
1;bunker;61.00;11.80;3122.00;6.12;0
1;bunker;336.00;10.40;3173.00;3.96;0
1;bunker;261.00;10.90;3228.00;1.80;0
1;bunker;94.00;10.10;3534.00;4.46;0
1;bunker;416.00;11.62;3389.00;6.03;0
1;bunker;39.00;10.70;3440.00;2.41;0
1;bunker;61.00;10.20;3575.00;0.25;0
1;bunker;79.00;11.65;3162.00;1.45;0
1;bunker;305.00;11.07;3491.00;4.47;0
1;bunker;259.00;11.32;3157.00;0.85;0
1;bunker;335.00;11.55;3485.00;3.52;0
1;bunker;242.00;10.68;3467.00;5.08;0
1;bunker;55.00;10.65;3283.00;2.92;0
1;bunker;305.00;11.10;3135.00;5.58;0
1;bunker;198.00;11.10;3570.00;1.96;0
1;bunker;1.00;10.82;3304.00;4.98;0
1;bunker;137.00;13.03;3029.00;6.19;0
1;bunker;208.00;10.78;3350.00;4.03;0
1;bunker;450.00;12.15;3321.00;0.41;0
1;bunker;388.00;10.68;3172.00;1.97;0
1;bunker;222.00;10.90;3277.00;4.63;0
1;bunker;85.00;10.43;3487.00;2.47;0
1;bunker;42.00;11.00;3212.00;5.14;0
1;bunker;302.00;10.20;3366.00;0.41;0
1;bunker;194.00;12.28;3042.00;4.54;0
1;bunker;18.00;10.15;3554.00;0.92;0
1;bunker;363.00;10.85;3100.00;2.48;0
1;bunker;34.00;10.70;3369.00;5.14;0
1;bunker;91.00;13.15;3001.00;2.98;0
1;bunker;351.00;11.73;3371.00;4.19;0
1;bunker;111.00;9.90;3560.00;0.92;0
1;bunker;49.00;10.45;3535.00;3.59;0
1;bunker;240.00;10.70;3500.00;6.25;0
1;bunker;138.00;10.68;3376.00;2.64;0
1;bunker;269.00;10.65;3266.00;5.65;0
1;bunker;49.00;10.70;3408.00;2.04;0
1;bunker;356.00;10.20;3331.00;4.70;0
1;bunker;157.00;11.20;3548.00;2.54;0
1;bunker;347.00;10.38;3303.00;4.10;0
1;bunker;304.00;12.50;3040.00;0.48;0
1;bunker;299.00;10.57;3303.00;3.15;0
1;bunker;226.00;10.80;3480.00;6.16;0
1;bunker;345.00;10.85;3223.00;1.09;0
1;bunker;88.00;11.10;3153.00;5.21;0
1;bunker;233.00;10.48;3336.00;1.59;0
1;bunker;109.00;9.82;3582.00;3.15;0
1;bunker;100.00;11.15;3186.00;0.99;0
1;bunker;102.00;10.82;3406.00;3.66;0
1;bunker;337.00;11.00;3128.00;0.04;0
1;bunker;274.00;11.53;3578.00;1.60;0
1;bunker;238.00;11.00;3102.00;5.72;0
1;bunker;338.00;11.70;3456.00;0.65;0
1;bunker;124.00;10.40;3298.00;4.77;0
1;bunker;19.00;10.85;3395.00;0.04;0
1;bunker;181.00;10.65;3276.00;4.17;0
1;bunker;331.00;10.93;3406.00;5.37;0
1;bunker;220.00;10.75;3527.00;3.21;0
1;bunker;42.00;11.10;3187.00;6.23;0
1;bunker;231.00;10.80;3581.00;1.16;0
1;bunker;79.00;11.20;3127.00;5.28;0
1;bunker;262.00;10.98;3067.00;0.55;0
1;bunker;35.00;15.25;3032.00;3.22;0
1;bunker;160.00;11.03;3356.00;5.88;0
1;bunker;35.00;10.48;3510.00;3.73;0
1;bunker;323.00;10.60;3176.00;3.83;0
1;bunker;27.00;11.20;3184.00;1.67;0
1;bunker;333.00;10.75;3238.00;4.33;0
1;bunker;355.00;10.93;3135.00;0.71;0
